Date,Traffic Source,New vs Returning Visitors,Device Type,Browser Type,Operating System,Geographic Data - Country,Landing Page,Exit Page,Campaign,Page Views,Sessions,Bounce,Avg. Session Duration,Converted
2024-09-05,Organic,New,Desktop,Chrome,macOS,Uttar Pradesh,Homepage,Homepage,Holiday Discounts,8,4,No,8.84,No
2024-07-26,Referral,New,Mobile,Chrome,Android,Maharashtra,Blog,Homepage,Spring Sale,2,4,No,5.57,No
2024-08-29,Organic,Returning,Desktop,Chrome,macOS,Bihar,Contact Us,Product Page,Newsletter,2,0,Yes,3.91,No
2024-10-08,Organic,New,Mobile,Chrome,Android,Tamil Nadu,Homepage,Product Page,Spring Sale,4,2,No,9.27,Yes
2024-10-01,Organic,New,Desktop,Safari,macOS,Telangana,Homepage,Product Page,Product Launch,8,1,No,8.02,No
2024-08-30,Organic,New,Desktop,Chrome,macOS,Gujarat,Product Page,Product Page,Holiday Discounts,3,3,No,8.26,No
2024-10-02,Paid,New,Mobile,Chrome,Android,Haryana,Product Page,Homepage,Holiday Discounts,2,3,No,3.25,No
2024-10-04,Direct,New,Mobile,Chrome,Android,Uttar Pradesh,Homepage,Product Page,Holiday Discounts,3,3,Yes,8.51,No
2024-08-21,Organic,New,Desktop,Chrome,macOS,Madhya Pradesh,Homepage,Checkout,Spring Sale,4,4,No,8.31,No
2024-09-04,Organic,New,Desktop,Chrome,macOS,Tamil Nadu,Homepage,Homepage,Product Launch,4,4,No,3.83,No
2024-08-17,Direct,Returning,Mobile,Chrome,Android,West Bengal,Homepage,Product Page,Newsletter,8,4,No,4.39,Yes
2024-08-04,Referral,New,Desktop,Chrome,macOS,Karnataka,Homepage,Contact Us,Product Launch,4,3,No,5.25,Yes
2024-08-13,Direct,New,Mobile,Chrome,Android,Jammu and Kashmir,Homepage,Product Page,Spring Sale,6,2,Yes,6.31,No
2024-08-09,Direct,New,Desktop,Chrome,macOS,Andhra Pradesh,Homepage,Checkout,Holiday Discounts,8,4,No,4.43,Yes
2024-07-17,Organic,Returning,Desktop,Chrome,macOS,Maharashtra,Checkout,Checkout,Product Launch,4,6,No,6.50,No
2024-10-08,Organic,Returning,Mobile,Chrome,Android,Himachal Pradesh,Homepage,Homepage,Holiday Discounts,4,6,No,7.42,Yes
2024-08-11,Organic,New,Mobile,Chrome,Android,Uttar Pradesh,Product Page,Product Page,Newsletter,1,4,No,7.96,No
2024-08-22,Organic,New,Mobile,Internet Explorer,Windows,Maharashtra,Product Page,Checkout,Product Launch,2,0,Yes,6.12,No
2024-10-08,Organic,Returning,Desktop,Edge,Windows,Rajasthan,Homepage,Checkout,Product Launch,10,1,Yes,1.85,No
2024-09-23,Organic,Returning,Desktop,Chrome,macOS,Goa,Product Page,Product Page,Newsletter,1,3,No,6.53,No
2024-09-23,Direct,New,Mobile,Chrome,iOS,Assam,Product Page,Contact Us,Holiday Discounts,2,2,No,1.57,No
2024-08-09,Direct,Returning,Mobile,Chrome,iOS,West Bengal,Product Page,Checkout,Spring Sale,3,1,No,3.24,No
2024-09-27,Organic,New,Mobile,Safari,iOS,Maharashtra,Homepage,Checkout,Newsletter,6,1,No,3.78,No
2024-07-21,Paid,New,Mobile,Firefox,Android,Tamil Nadu,Homepage,Product Page,Spring Sale,4,4,No,5.17,Yes
2024-09-19,Organic,New,Desktop,Chrome,macOS,Uttar Pradesh,Homepage,Product Page,Holiday Discounts,9,3,No,9.10,No
2024-08-10,Organic,New,Mobile,Safari,iOS,Odisha,Blog,Blog,Product Launch,6,6,No,2.46,No
2024-10-02,Organic,New,Mobile,Chrome,iOS,Rajasthan,Checkout,Blog,Holiday Discounts,7,2,No,6.06,Yes
2024-10-04,Organic,New,Mobile,Chrome,iOS,Maharashtra,Contact Us,Blog,Holiday Discounts,6,2,Yes,7.21,No
2024-09-13,Organic,Returning,Mobile,Safari,iOS,Maharashtra,Homepage,Blog,Product Launch,5,3,No,2.64,No
2024-08-23,Organic,Returning,Mobile,Firefox,Android,Odisha,Contact Us,Checkout,Holiday Discounts,1,0,Yes,7.48,No
2024-08-13,Organic,New,Desktop,Internet Explorer,Windows,Telangana,Homepage,Product Page,Product Launch,8,3,No,1.76,Yes
2024-09-22,Organic,New,Mobile,Chrome,iOS,Maharashtra,Blog,Homepage,Holiday Discounts,4,3,No,6.90,No
2024-09-10,Organic,New,Mobile,Chrome,iOS,Haryana,Contact Us,Homepage,Product Launch,6,2,No,4.98,No
2024-10-03,Organic,New,Desktop,Safari,macOS,Tamil Nadu,Product Page,Checkout,Holiday Discounts,5,6,No,6.44,No
2024-08-17,Organic,Returning,Desktop,Chrome,macOS,Maharashtra,Product Page,Homepage,Holiday Discounts,4,1,No,8.89,Yes
2024-08-22,Direct,New,Mobile,Internet Explorer,Windows,Bihar,Homepage,Checkout,Holiday Discounts,7,4,No,7.56,Yes
2024-09-13,Referral,New,Desktop,Chrome,macOS,Jammu and Kashmir,Homepage,Product Page,Spring Sale,8,3,Yes,9.77,Yes
2024-10-02,Referral,New,Mobile,Chrome,iOS,Tamil Nadu,Blog,Product Page,Holiday Discounts,8,2,Yes,7.72,Yes
2024-08-02,Organic,Returning,Mobile,Chrome,iOS,Andhra Pradesh,Homepage,Homepage,Holiday Discounts,4,4,No,5.79,Yes
2024-08-07,Direct,Returning,Desktop,Chrome,macOS,Madhya Pradesh,Homepage,Blog,Spring Sale,1,1,Yes,1.23,No
2024-07-31,Paid,Returning,Mobile,Internet Explorer,Windows,Rajasthan,Homepage,Contact Us,Spring Sale,5,3,Yes,6.58,No
2024-08-13,Organic,New,Desktop,Safari,macOS,Gujarat,Homepage,Checkout,Spring Sale,6,3,No,3.77,Yes
2024-09-15,Referral,New,Mobile,Chrome,iOS,West Bengal,Homepage,Contact Us,Spring Sale,8,2,No,4.32,Yes
2024-09-28,Paid,Returning,Mobile,Chrome,iOS,Karnataka,Homepage,Product Page,Product Launch,2,2,No,8.80,No
2024-09-05,Organic,New,Desktop,Internet Explorer,Windows,Maharashtra,Homepage,Blog,Product Launch,7,1,No,6.84,No
2024-09-05,Organic,Returning,Mobile,Chrome,iOS,Maharashtra,Homepage,Product Page,Spring Sale,4,1,Yes,2.38,Yes
2024-08-20,Organic,Returning,Mobile,Safari,iOS,Maharashtra,Homepage,Product Page,Holiday Discounts,2,2,Yes,9.92,No
2024-09-18,Direct,New,Mobile,Chrome,iOS,West Bengal,Product Page,Checkout,Product Launch,4,5,No,3.55,No
2024-08-21,Organic,Returning,Desktop,Chrome,macOS,Telangana,Blog,Product Page,Product Launch,8,5,No,9.06,No
2024-08-26,Organic,New,Mobile,Internet Explorer,Windows,Haryana,Homepage,Product Page,Spring Sale,4,3,No,7.20,Yes
2024-09-12,Referral,New,Desktop,Chrome,Windows,Karnataka,Contact Us,Product Page,Holiday Discounts,9,1,No,2.64,Yes
2024-09-18,Organic,New,Desktop,Safari,macOS,Maharashtra,Homepage,Checkout,Spring Sale,3,0,Yes,7.38,No
2024-10-10,Paid,New,Mobile,Safari,iOS,Tamil Nadu,Homepage,Checkout,Spring Sale,4,3,Yes,5.78,Yes
2024-09-13,Paid,New,Desktop,Chrome,macOS,Jammu and Kashmir,Product Page,Product Page,Holiday Discounts,5,2,No,8.03,No
2024-09-07,Organic,Returning,Mobile,Chrome,iOS,Tamil Nadu,Contact Us,Checkout,Product Launch,4,1,Yes,4.58,No
2024-08-25,Direct,New,Mobile,Edge,Windows,Maharashtra,Product Page,Contact Us,Holiday Discounts,2,8,No,3.01,Yes
2024-08-02,Direct,New,Mobile,Chrome,Android,Maharashtra,Contact Us,Product Page,Newsletter,5,6,No,6.64,No
2024-09-23,Direct,New,Mobile,Chrome,Android,Madhya Pradesh,Product Page,Product Page,Spring Sale,4,6,No,2.05,Yes
2024-07-29,Organic,New,Mobile,Safari,iOS,Rajasthan,Contact Us,Product Page,Holiday Discounts,5,5,No,6.71,No
2024-08-28,Organic,Returning,Mobile,Chrome,Android,Tamil Nadu,Homepage,Homepage,Holiday Discounts,0,3,No,3.22,Yes
2024-07-21,Organic,Returning,Desktop,Chrome,Android,Karnataka,Homepage,Product Page,Product Launch,6,3,No,1.70,Yes
2024-07-29,Organic,Returning,Desktop,Chrome,Windows,Uttar Pradesh,Contact Us,Product Page,Product Launch,6,3,No,8.74,Yes
2024-09-08,Paid,New,Mobile,Firefox,Android,Tamil Nadu,Product Page,Product Page,Holiday Discounts,3,4,No,3.58,No
2024-08-18,Organic,New,Tablet,Chrome,iOS,Maharashtra,Homepage,Checkout,Spring Sale,5,4,No,8.25,No
2024-09-24,Organic,New,Desktop,Firefox,Windows,West Bengal,Product Page,Product Page,Spring Sale,3,3,No,3.63,No
2024-09-18,Referral,Returning,Mobile,Chrome,Android,Kerala,Homepage,Product Page,Spring Sale,6,3,Yes,8.17,Yes
2024-08-20,Direct,New,Mobile,Safari,iOS,Karnataka,Homepage,Homepage,Spring Sale,3,0,Yes,9.45,No
2024-08-25,Organic,New,Mobile,Internet Explorer,Windows,Tamil Nadu,Homepage,Product Page,Spring Sale,2,5,No,5.95,No
2024-10-05,Paid,Returning,Mobile,Internet Explorer,Windows,Uttar Pradesh,Contact Us,Product Page,Newsletter,5,3,No,7.12,No
2024-08-14,Organic,New,Mobile,Safari,iOS,West Bengal,Product Page,Product Page,Holiday Discounts,3,5,No,1.50,Yes
2024-08-20,Direct,New,Mobile,Firefox,Android,Haryana,Blog,Checkout,Spring Sale,6,3,Yes,9.02,No
2024-09-28,Referral,New,Desktop,Firefox,Windows,Bihar,Product Page,Contact Us,Product Launch,3,1,No,6.43,Yes
2024-10-03,Organic,New,Mobile,Internet Explorer,Windows,Maharashtra,Blog,Product Page,Product Launch,7,3,No,2.79,No
2024-09-11,Direct,New,Mobile,Safari,iOS,Odisha,Product Page,Blog,Spring Sale,4,2,Yes,6.56,Yes
2024-10-08,Paid,New,Mobile,Internet Explorer,Windows,Odisha,Blog,Contact Us,Holiday Discounts,1,3,Yes,2.97,No
2024-09-09,Organic,New,Mobile,Safari,iOS,Andhra Pradesh,Homepage,Checkout,Holiday Discounts,5,2,Yes,1.86,No
2024-08-01,Organic,New,Desktop,Safari,macOS,Uttar Pradesh,Contact Us,Contact Us,Spring Sale,6,4,No,7.39,No
2024-07-19,Organic,New,Mobile,Chrome,Android,Rajasthan,Homepage,Product Page,Product Launch,4,3,Yes,3.87,Yes
2024-09-21,Direct,New,Mobile,Firefox,Windows,Rajasthan,Homepage,Checkout,Holiday Discounts,7,2,Yes,1.04,Yes
2024-10-12,Organic,Returning,Desktop,Edge,Windows,Tamil Nadu,Homepage,Blog,Spring Sale,2,5,No,2.01,Yes
2024-08-14,Organic,New,Mobile,Chrome,Android,Andhra Pradesh,Homepage,Product Page,Holiday Discounts,6,2,No,6.23,Yes
2024-08-27,Organic,Returning,Mobile,Firefox,iOS,Uttar Pradesh,Product Page,Product Page,Spring Sale,2,3,No,2.06,No
2024-07-26,Organic,New,Desktop,Safari,macOS,Tamil Nadu,Homepage,Checkout,Spring Sale,8,6,No,7.86,No
2024-09-24,Organic,Returning,Desktop,Chrome,Windows,Uttar Pradesh,Homepage,Homepage,Spring Sale,6,3,No,8.08,No
2024-07-29,Organic,Returning,Mobile,Safari,iOS,Karnataka,Homepage,Blog,Holiday Discounts,6,4,No,5.93,No
2024-07-24,Direct,New,Desktop,Chrome,Windows,Jharkhand,Contact Us,Blog,Spring Sale,3,6,No,4.73,No
2024-08-16,Organic,Returning,Desktop,Chrome,Windows,Uttar Pradesh,Homepage,Checkout,Newsletter,6,3,Yes,6.98,Yes
2024-09-27,Organic,New,Mobile,Chrome,Android,Maharashtra,Checkout,Checkout,Spring Sale,9,2,Yes,2.83,No
2024-09-16,Organic,New,Desktop,Internet Explorer,Windows,Haryana,Checkout,Product Page,Holiday Discounts,6,2,Yes,7.68,No
2024-10-05,Organic,Returning,Desktop,Chrome,Windows,Rajasthan,Blog,Homepage,Newsletter,1,3,Yes,3.37,No
2024-09-05,Direct,New,Mobile,Safari,iOS,Assam,Homepage,Product Page,Spring Sale,5,5,No,6.28,No
2024-08-29,Referral,New,Mobile,Chrome,Android,Tamil Nadu,Product Page,Homepage,Holiday Discounts,5,2,No,4.07,No
2024-09-29,Organic,Returning,Mobile,Safari,iOS,Andhra Pradesh,Homepage,Product Page,Spring Sale,5,6,No,9.83,Yes
2024-10-12,Organic,Returning,Mobile,Firefox,iOS,Karnataka,Product Page,Homepage,Spring Sale,6,3,Yes,2.01,No
2024-09-28,Organic,New,Mobile,Chrome,Android,Jammu and Kashmir,Homepage,Product Page,Spring Sale,2,1,No,8.75,Yes
2024-08-18,Direct,Returning,Tablet,Safari,iOS,Rajasthan,Homepage,Product Page,Spring Sale,3,5,No,9.04,No
2024-07-31,Direct,New,Mobile,Safari,iOS,Rajasthan,Homepage,Product Page,Spring Sale,4,2,Yes,6.71,Yes
2024-08-05,Organic,Returning,Desktop,Safari,macOS,Madhya Pradesh,Blog,Homepage,Holiday Discounts,6,2,Yes,3.50,No
2024-07-23,Referral,New,Mobile,Chrome,Android,Tamil Nadu,Homepage,Homepage,Product Launch,2,4,No,9.27,No
2024-09-30,Organic,New,Mobile,Chrome,Android,Uttar Pradesh,Contact Us,Homepage,Holiday Discounts,5,6,No,7.68,Yes
2024-09-05,Organic,New,Desktop,Chrome,Windows,Rajasthan,Homepage,Contact Us,Holiday Discounts,4,6,No,9.71,Yes
2024-08-17,Organic,New,Mobile,Chrome,Android,Odisha,Product Page,Homepage,Spring Sale,1,0,Yes,7.33,No
2024-09-26,Direct,New,Desktop,Internet Explorer,Windows,Uttar Pradesh,Homepage,Checkout,Product Launch,2,3,No,8.44,No
2024-09-11,Organic,New,Desktop,Chrome,Windows,Haryana,Contact Us,Checkout,Spring Sale,1,1,Yes,3.15,No
2024-07-17,Referral,New,Desktop,Chrome,Windows,Maharashtra,Homepage,Product Page,Newsletter,6,4,No,9.08,Yes
2024-10-13,Referral,New,Desktop,Firefox,Windows,Maharashtra,Product Page,Homepage,Spring Sale,5,2,No,6.57,Yes
2024-10-03,Organic,New,Desktop,Chrome,Windows,Jharkhand,Checkout,Contact Us,Product Launch,5,3,Yes,9.56,No
2024-10-12,Direct,New,Desktop,Chrome,Windows,Telangana,Homepage,Checkout,Product Launch,2,6,No,4.51,No
2024-09-25,Direct,New,Desktop,Edge,Windows,Andhra Pradesh,Checkout,Product Page,Holiday Discounts,3,4,No,6.70,No
2024-09-01,Organic,New,Mobile,Firefox,iOS,Maharashtra,Product Page,Product Page,Spring Sale,3,3,No,9.12,No
2024-09-24,Direct,New,Mobile,Firefox,iOS,Rajasthan,Checkout,Product Page,Spring Sale,6,5,No,3.70,Yes
2024-10-04,Paid,New,Mobile,Safari,iOS,West Bengal,Homepage,Product Page,Newsletter,9,2,No,7.93,No
2024-10-07,Direct,New,Mobile,Safari,iOS,Haryana,Product Page,Product Page,Product Launch,8,5,No,4.12,No
2024-08-27,Organic,New,Desktop,Chrome,Windows,Karnataka,Product Page,Homepage,Holiday Discounts,7,1,Yes,5.52,Yes
2024-08-10,Direct,New,Mobile,Chrome,Android,Gujarat,Homepage,Blog,Holiday Discounts,5,3,Yes,8.00,Yes
2024-09-22,Direct,New,Mobile,Safari,iOS,Andaman and Nicobar Islands,Blog,Blog,Newsletter,8,1,No,5.41,No
2024-09-25,Paid,New,Mobile,Safari,iOS,Himachal Pradesh,Product Page,Product Page,Holiday Discounts,4,4,No,3.80,Yes
2024-09-01,Referral,Returning,Mobile,Chrome,Android,Andhra Pradesh,Homepage,Checkout,Product Launch,3,4,No,4.32,No
2024-10-13,Organic,New,Desktop,Chrome,Windows,Maharashtra,Product Page,Product Page,Holiday Discounts,5,5,No,6.27,No
2024-08-26,Organic,Returning,Desktop,Safari,macOS,Madhya Pradesh,Homepage,Checkout,Spring Sale,8,2,Yes,9.45,No
2024-09-23,Paid,Returning,Desktop,Chrome,Windows,Maharashtra,Homepage,Homepage,Newsletter,6,3,No,7.51,No
2024-10-12,Organic,New,Mobile,Chrome,Android,Maharashtra,Product Page,Product Page,Spring Sale,5,2,No,1.40,No
2024-09-03,Direct,New,Desktop,Chrome,Windows,Tamil Nadu,Checkout,Product Page,Spring Sale,4,2,No,7.64,Yes
2024-08-28,Organic,New,Mobile,Chrome,Android,Telangana,Blog,Product Page,Holiday Discounts,3,2,No,4.04,Yes
2024-08-28,Organic,Returning,Desktop,Safari,macOS,Bihar,Checkout,Homepage,Spring Sale,2,2,No,1.15,Yes
2024-10-06,Direct,New,Mobile,Chrome,Android,Bihar,Homepage,Product Page,Holiday Discounts,5,5,No,1.96,No
2024-10-11,Organic,Returning,Desktop,Chrome,Windows,Andhra Pradesh,Homepage,Product Page,Product Launch,7,3,Yes,8.07,No
2024-08-06,Referral,New,Mobile,Chrome,Android,Jharkhand,Product Page,Product Page,Newsletter,4,3,No,6.05,Yes
2024-07-26,Referral,New,Desktop,Chrome,Windows,Madhya Pradesh,Homepage,Homepage,Spring Sale,4,1,No,9.22,Yes
2024-10-14,Direct,Returning,Mobile,Edge,Windows,Uttar Pradesh,Checkout,Product Page,Holiday Discounts,3,5,No,7.70,Yes
2024-09-19,Organic,Returning,Mobile,Chrome,Android,West Bengal,Checkout,Checkout,Spring Sale,3,2,Yes,9.30,Yes
2024-09-23,Organic,New,Mobile,Edge,Windows,Maharashtra,Homepage,Product Page,Product Launch,5,4,No,4.88,Yes
2024-08-03,Organic,Returning,Mobile,Chrome,Android,Maharashtra,Homepage,Checkout,Spring Sale,5,5,No,6.75,Yes
2024-08-12,Referral,Returning,Mobile,Safari,iOS,Rajasthan,Product Page,Product Page,Spring Sale,5,2,No,7.25,Yes
2024-09-02,Paid,New,Mobile,Safari,iOS,Uttar Pradesh,Homepage,Product Page,Holiday Discounts,4,4,No,6.58,No
2024-08-24,Direct,Returning,Mobile,Chrome,Android,Andhra Pradesh,Contact Us,Product Page,Product Launch,4,2,No,6.08,No
2024-08-27,Organic,Returning,Mobile,Edge,Windows,Uttar Pradesh,Homepage,Product Page,Spring Sale,5,2,No,7.68,Yes
2024-08-02,Organic,Returning,Mobile,Chrome,Android,Haryana,Blog,Product Page,Product Launch,7,1,Yes,7.78,No
2024-08-11,Organic,New,Mobile,Firefox,Android,Bihar,Homepage,Contact Us,Holiday Discounts,2,1,Yes,3.17,No
2024-08-19,Organic,New,Desktop,Chrome,Windows,Telangana,Blog,Product Page,Holiday Discounts,5,5,No,7.66,No
2024-09-01,Direct,New,Desktop,Safari,macOS,Maharashtra,Product Page,Checkout,Holiday Discounts,8,3,Yes,7.58,No
2024-08-29,Direct,Returning,Mobile,Chrome,Android,Bihar,Homepage,Product Page,Product Launch,5,1,No,9.91,Yes
2024-08-13,Organic,New,Mobile,Chrome,Android,Maharashtra,Homepage,Product Page,Spring Sale,3,3,Yes,8.02,No
2024-09-14,Organic,New,Mobile,Chrome,Android,Nagaland,Homepage,Contact Us,Product Launch,4,2,No,9.71,No
2024-10-14,Direct,New,Mobile,Chrome,Android,Maharashtra,Homepage,Homepage,Holiday Discounts,6,1,Yes,1.17,No
2024-10-05,Organic,Returning,Desktop,Edge,Windows,Tamil Nadu,Contact Us,Product Page,Newsletter,7,4,No,5.35,No
2024-09-27,Organic,New,Desktop,Chrome,Windows,Nagaland,Product Page,Blog,Product Launch,4,4,No,4.06,Yes
2024-09-16,Paid,New,Mobile,Chrome,Android,Gujarat,Homepage,Product Page,Holiday Discounts,4,2,Yes,8.54,No
2024-08-18,Direct,New,Mobile,Chrome,Android,Maharashtra,Product Page,Blog,Spring Sale,2,1,Yes,6.85,No
2024-09-02,Direct,New,Desktop,Chrome,Windows,Uttar Pradesh,Homepage,Contact Us,Product Launch,5,3,Yes,6.40,No
2024-08-02,Referral,Returning,Desktop,Safari,macOS,Karnataka,Homepage,Checkout,Holiday Discounts,4,3,Yes,2.07,No
2024-08-26,Direct,New,Tablet,Chrome,iOS,Telangana,Contact Us,Checkout,Newsletter,8,4,No,4.68,No
2024-08-24,Organic,New,Desktop,Chrome,Windows,Rajasthan,Homepage,Checkout,Holiday Discounts,1,2,Yes,6.79,No
2024-09-28,Direct,New,Tablet,Firefox,Android,Uttar Pradesh,Product Page,Product Page,Holiday Discounts,6,2,No,8.14,Yes
2024-07-23,Referral,New,Mobile,Internet Explorer,Windows,Uttar Pradesh,Product Page,Product Page,Newsletter,8,5,No,6.60,No
2024-07-18,Organic,New,Mobile,Internet Explorer,Windows,West Bengal,Homepage,Checkout,Holiday Discounts,1,0,Yes,9.71,No
2024-09-22,Direct,New,Mobile,Firefox,Android,Assam,Homepage,Homepage,Spring Sale,2,0,Yes,4.60,No
2024-08-19,Organic,New,Desktop,Firefox,Windows,Kerala,Product Page,Checkout,Spring Sale,2,4,No,3.72,No
2024-07-21,Organic,New,Mobile,Chrome,Android,Uttar Pradesh,Product Page,Homepage,Product Launch,3,1,No,2.41,No
2024-10-13,Organic,New,Mobile,Chrome,Android,Maharashtra,Product Page,Homepage,Holiday Discounts,3,2,No,4.17,No
2024-08-12,Direct,New,Mobile,Internet Explorer,Windows,Bihar,Product Page,Product Page,Spring Sale,3,4,No,1.45,Yes
2024-09-27,Referral,New,Mobile,Firefox,Android,Madhya Pradesh,Product Page,Product Page,Product Launch,4,1,Yes,8.86,No
2024-10-04,Direct,New,Mobile,Chrome,Android,Telangana,Homepage,Product Page,Spring Sale,7,6,No,3.74,Yes
2024-09-16,Organic,New,Mobile,Safari,iOS,Karnataka,Checkout,Checkout,Spring Sale,4,1,No,1.84,Yes
2024-09-17,Organic,New,Desktop,Safari,macOS,Maharashtra,Checkout,Blog,Spring Sale,6,1,No,4.23,Yes
2024-07-20,Organic,New,Mobile,Edge,Windows,Maharashtra,Homepage,Checkout,Product Launch,3,4,No,7.52,Yes
2024-09-03,Referral,New,Mobile,Firefox,Android,Maharashtra,Homepage,Blog,Spring Sale,4,2,No,9.66,No
2024-07-24,Organic,New,Mobile,Safari,iOS,Uttar Pradesh,Contact Us,Product Page,Spring Sale,6,1,Yes,7.53,No
2024-09-29,Organic,Returning,Desktop,Safari,macOS,Maharashtra,Homepage,Contact Us,Holiday Discounts,8,1,No,9.56,Yes
2024-08-04,Referral,New,Mobile,Internet Explorer,Windows,Maharashtra,Homepage,Checkout,Product Launch,5,2,No,5.35,Yes
2024-10-11,Organic,New,Mobile,Chrome,Android,Uttar Pradesh,Homepage,Product Page,Holiday Discounts,6,3,No,5.30,No
2024-09-13,Paid,Returning,Desktop,Chrome,Windows,Uttar Pradesh,Contact Us,Homepage,Newsletter,10,6,No,6.25,Yes
2024-08-05,Direct,Returning,Desktop,Safari,macOS,Maharashtra,Product Page,Homepage,Product Launch,4,1,No,7.30,No
2024-09-24,Organic,New,Tablet,Chrome,Windows,Maharashtra,Homepage,Product Page,Spring Sale,3,3,No,8.05,No
2024-07-26,Organic,New,Desktop,Chrome,Windows,Madhya Pradesh,Homepage,Checkout,Holiday Discounts,7,4,No,2.58,Yes
2024-09-21,Direct,New,Mobile,Safari,iOS,Haryana,Product Page,Blog,Spring Sale,6,2,No,5.45,Yes
2024-09-11,Referral,Returning,Desktop,Safari,macOS,Uttar Pradesh,Contact Us,Product Page,Holiday Discounts,6,4,No,5.61,No
2024-09-01,Direct,Returning,Mobile,Edge,Windows,Maharashtra,Homepage,Checkout,Spring Sale,5,1,No,9.70,Yes
2024-08-12,Direct,New,Desktop,Safari,macOS,Karnataka,Contact Us,Checkout,Product Launch,1,2,Yes,3.93,No
2024-08-07,Direct,New,Desktop,Chrome,Windows,Maharashtra,Homepage,Blog,Spring Sale,2,4,No,5.35,No
2024-10-02,Paid,Returning,Desktop,Internet Explorer,Windows,Maharashtra,Product Page,Homepage,Holiday Discounts,7,5,No,7.48,Yes
2024-10-02,Direct,Returning,Desktop,Safari,macOS,Jammu and Kashmir,Product Page,Contact Us,Spring Sale,5,3,No,3.87,No
2024-09-10,Organic,Returning,Desktop,Safari,macOS,Karnataka,Product Page,Blog,Holiday Discounts,7,3,Yes,8.10,No
2024-09-25,Direct,New,Desktop,Chrome,Windows,Jharkhand,Product Page,Product Page,Product Launch,3,9,No,2.79,No
2024-09-28,Direct,New,Mobile,Chrome,Android,Andhra Pradesh,Product Page,Checkout,Spring Sale,1,1,No,3.36,No
2024-09-24,Direct,New,Mobile,Firefox,Android,Maharashtra,Homepage,Blog,Holiday Discounts,3,4,No,6.17,No
2024-09-30,Paid,New,Desktop,Safari,macOS,Kerala,Homepage,Homepage,Spring Sale,9,4,No,1.98,Yes
2024-08-09,Paid,New,Mobile,Safari,iOS,Uttar Pradesh,Homepage,Checkout,Product Launch,2,0,Yes,1.99,No
2024-10-11,Organic,New,Mobile,Chrome,Android,Maharashtra,Homepage,Product Page,Spring Sale,6,4,No,6.90,No
2024-07-18,Direct,New,Mobile,Chrome,iOS,Karnataka,Product Page,Product Page,Spring Sale,4,1,No,4.24,Yes
2024-08-04,Direct,Returning,Mobile,Edge,Windows,Andhra Pradesh,Homepage,Checkout,Spring Sale,5,5,No,8.72,No
2024-08-06,Organic,New,Mobile,Chrome,iOS,Karnataka,Homepage,Product Page,Product Launch,3,5,No,3.08,Yes
2024-09-16,Organic,New,Mobile,Firefox,Android,Tamil Nadu,Homepage,Homepage,Spring Sale,3,1,Yes,8.01,No
2024-09-05,Paid,New,Mobile,Chrome,iOS,Maharashtra,Homepage,Product Page,Holiday Discounts,4,2,No,6.60,Yes
2024-08-05,Organic,Returning,Tablet,Chrome,macOS,Tamil Nadu,Homepage,Product Page,Spring Sale,5,3,Yes,4.91,No
2024-09-25,Direct,New,Desktop,Chrome,macOS,Karnataka,Contact Us,Product Page,Holiday Discounts,4,2,No,7.80,Yes
2024-08-06,Referral,Returning,Desktop,Chrome,macOS,Dadra and Nagar Haveli,Product Page,Product Page,Spring Sale,7,1,Yes,5.00,No
2024-07-18,Direct,New,Mobile,Chrome,iOS,Arunachal Pradesh,Homepage,Product Page,Spring Sale,3,2,No,2.14,Yes
2024-08-31,Direct,Returning,Mobile,Edge,Windows,Uttar Pradesh,Homepage,Homepage,Holiday Discounts,1,5,No,5.64,No
2024-09-11,Organic,New,Desktop,Chrome,macOS,Haryana,Product Page,Product Page,Holiday Discounts,5,6,No,3.11,Yes
2024-08-18,Organic,New,Mobile,Internet Explorer,Windows,Tamil Nadu,Homepage,Contact Us,Holiday Discounts,6,4,No,2.58,Yes
2024-10-13,Direct,Returning,Mobile,Firefox,Android,Uttar Pradesh,Homepage,Checkout,Newsletter,11,3,No,6.72,Yes
